incident_id,date,era,exam_name,conducting_body,body_type,area,leak_status,action_taken,note,arrests,convictions,aspirants_affected,linked_deaths,deaths_note,source_name,source_url,confidence,incident_type,state_name,state_ruling_party,exam_category
PL-0037,2018-02-21,NDA-II (2014-2026),SSC CGL 2017 Tier-II,SSC,Central,All India,Confirmed,Arrests-FIR + Probe (CBI/SIT),Answer key of the 21 Feb 2018 Tier-II paper went viral before the exam start time; nationwide candidate protests followed. CBI booked 17 (10 Sify Technologies employees who ran exam centres + 7 candidates); SC later refused to scrap the exam.,3.0,,,,,The Tribune,https://www.tribuneindia.com/news/archive/nation/sify-employees-among-17-booked-in-ssc-paper-leak-case-593733,High,OMR/Result Tampering,Central,Central,Subordinate Recruitment
PL-0038,2018-03-26,NDA-II (2014-2026),CBSE Class 12 Economics board exam 2018,CBSE,Central,All India,Confirmed,Retest + Arrests-FIR,"Question paper photographed and circulated on WhatsApp before the exam; CBSE re-conducted the paper on 25 April 2018. Delhi Police arrested teachers, a tutor/coaching owner and bank officials. Leak traced to Delhi and Himachal Pradesh.",,,,,,Careers360,https://news.careers360.com/cbse-paper-leak-class-12-economics-re-exam-april-25-class-10-maths-likely-july/amp,High,Paper Leak,Central,Central,School Board Exam
PL-0039,2018-03-28,NDA-II (2014-2026),CBSE Class 10 Mathematics board exam 2018,CBSE,Central,All India,Confirmed,Arrests-FIR,Class 10 Maths paper leaked/circulated before the exam; CBSE ultimately decided against a re-test after finding no unusual score pattern. Arrests linked to the same Delhi/Himachal network as the Economics leak.,,,,,,Careers360,https://news.careers360.com/cbse-paper-leak-class-12-economics-re-exam-april-25-class-10-maths-likely-july/amp,High,OMR/Result Tampering,Central,Central,School Board Exam
PL-0040,2018-03-31,NDA-II (2014-2026),UPPCL Junior Engineer / Technician online recruitment exams 2018,Uttar Pradesh Power Corporation Ltd (UPPCL),State,Uttar Pradesh,Confirmed,Exam cancelled+Probe (SIT/STF),UPPCL nullified its 2018 online recruitment exams after the STF detected irregularities/paper leak; the conducting private agency was blacklisted and commission officials were suspended.,,,,,,Ground Report,https://www.groundreport.in/education/how-many-exam-papers-leaked-in-yogi-govt-rule/,Medium,Paper Leak,Uttar Pradesh,BJP,Subordinate Recruitment
PL-0041,2018-09-02,NDA-II (2014-2026),UPSSSC Tubewell Operator (Nalkoop Chalak) Recruitment Exam,Uttar Pradesh Subordinate Services Selection Commission (UPSSSC),State,Uttar Pradesh (Meerut),Confirmed,Exam cancelled+Arrests-FIR,"The Hindi question paper leaked and was sold for about Rs 7 lakh each; STF arrested 11 people including the alleged mastermind and the exam (3,210 posts) was postponed.",11.0,,250000.0,,,Ground Report,https://www.groundreport.in/education/how-many-exam-papers-leaked-in-yogi-govt-rule/,Medium,Paper Leak,Uttar Pradesh,BJP,Subordinate Recruitment
PL-0042,2019-11-17,NDA-II (2014-2026),Non-Secretariat Clerk recruitment exam,Gujarat Subordinate Services Selection Board (GSSSB),State,Gujarat,Confirmed,Exam cancelled,Clerk exam cancelled in December 2019 after allegations of a question-paper leak; part of a documented series of Gujarat recruitment leaks.,,,,,,The Federal,https://thefederal.com/states/west/gujarat/after-13-govt-exam-paper-leaks-in-nine-years-gujarat-proposes-new-law,Medium,Paper Leak,Gujarat,BJP,Subordinate Recruitment
PL-0043,2019-12-29,NDA-II (2014-2026),Librarian Grade III recruitment exam,Rajasthan Staff Selection Board (RSMSSB),State,Rajasthan (Jaipur/Kota/Ajmer),Confirmed,Exam cancelled + Arrests-FIR,Question paper and answer key circulated on WhatsApp roughly two hours before the exam; board cancelled it and ordered a re-test. About six persons were arrested.,6.0,,55000.0,,,Daijiworld,https://daijiworld.com/news/newsDisplay?newsID=1054403,High,OMR/Result Tampering,Rajasthan,INC,School Board Exam
PL-0044,2020-01-01,NDA-II (2014-2026),Teacher Eligibility Test (TET) 2020,Maharashtra State Council of Examination (MSCE),State,Maharashtra,Confirmed,Arrests-FIR + Probe (CBI/SIT),Marks of thousands of candidates manipulated for money; MSCE commissioner and an IAS officer among those arrested. Year-only date.,13.0,,7800.0,,,Careers360,https://news.careers360.com/tet-case-ias-officer-held-in-thane-count-of-arrested-rises-13,High,OMR/Result Tampering,Maharashtra,Shiv Sena,Teacher Recruitment / TET
PL-0045,2020-09-20,NDA-II (2014-2026),Sub-Inspector (unarmed branch) written exam,"State Level Police Recruitment Board (SLPRB), Assam",State,Assam,Confirmed,Exam cancelled + Arrests-FIR,Paper circulated on WhatsApp the morning of the test; exam cancelled minutes after it began and a CID probe followed.,3.0,,66000.0,,,The Sentinel,https://www.sentinelassam.com/north-east-india-news/assam-news/3-arrested-in-connection-with-leaking-assam-police-si-written-test-question-paper-503093,High,Paper Leak,Assam,BJP,Police & Defense
PL-0046,2020-10-11,NDA-II (2014-2026),Medical Officer (Dental) recruitment test,Baba Farid University of Health Sciences (BFUHS),State,"Punjab (leak traced to Goindwal Sahib, Tarn Taran)",Confirmed,Exam cancelled + Retest,"Question paper for the dental officer post went viral on social media about 80 minutes into the test; BFUHS traced the leak to one centre, withheld the dental result and re-conducted only the dental paper (general MO and pharmacist papers stood); retest declared 1,957 of ~3,000 eligible for 35 posts.",,,11000.0,,,The Tribune,https://www.tribuneindia.com/news/punjab/1-957-clear-dental-medical-officer-retest-161116,High,Paper Leak,Punjab,INC,Subordinate Recruitment
PL-0047,2020-12-06,NDA-II (2014-2026),Junior Engineer (JEN) recruitment exam,Rajasthan Staff Selection Board (RSMSSB),State,Rajasthan (Jaipur),Confirmed,Exam cancelled + Arrests-FIR + Retest,Paper leaked from a Jaipur government school ahead of the test; board cancelled the exam. Around 24 people were arrested; the September 2021 re-test was also found compromised and an assistant engineer who used the leaked re-test paper was later arrested.,24.0,,,,,Careers360,https://news.careers360.com/rajasthan-je-recruitment-2020-question-paper-for-exam-recruit-junior-engineers-was-leaked-even-during-re-test-police/amp,High,Paper Leak,Rajasthan,INC,School Board Exam
PL-0048,2021-01-03,NDA-II (2014-2026),"Railway GDCE 2021 (General Departmental Competitive Exam, RRC Mumbai)",Railway Recruitment Cell (Western Railway),Central,Gujarat,Confirmed,Arrests-FIR + Probe (CBI/SIT),Candidates allegedly supplied papers with answers before the 3 Jan 2021 computer-based test via WhatsApp for payment; CBI registered a case (Jan 2024) against exam agency Aptech Ltd and named 15 people including 10 railway officials and a CRPF constable.,,,8600.0,,,ThePrint,https://theprint.in/india/railways-exam-paper-leak-cbi-registers-case-against-mumbai-based-aptech-ltd/1916726/,High,Paper Leak,Gujarat,Central,Subordinate Recruitment
PL-0049,2021-01-09,NDA-II (2014-2026),HSSC Gram Sachiv (Panchayat Secretary) exam,Haryana Staff Selection Commission (HSSC),State,Haryana (Hisar),Confirmed,Exam cancelled + Arrests-FIR,Exams held Jan 9-10 for 697 posts were cancelled after an answer-key and impersonation racket surfaced; 18 suspects arrested across two centres.,18.0,,800000.0,,,The Tribune,https://www.tribuneindia.com/news/punjab/paper-leak-hssc-cancels-gram-sachiv-examination-two-more-arrested-in-hisar-199422,High,Impersonation/Cheating Racket,Haryana,BJP,Subordinate Recruitment
PL-0050,2021-02-28,NDA-II (2014-2026),Army Soldier General Duty Common Entrance Exam 2021,Indian Army,Central,All India,Confirmed,Exam cancelled + Arrests-FIR,Pan-India recruitment exam cancelled about an hour before start after Pune Police found the paper on phones of apprehended suspects matching the set paper; insider role probed.,3.0,,,,,The Tribune,https://www.tribuneindia.com/news/nation/army-cancels-recruitment-exam-after-paper-leak-218658,High,Paper Leak,Central,Central,Police & Defense
PL-0051,2021-07-01,NDA-II (2014-2026),"Forest Guard, Secretariat Security Guard and an earlier graduate-level exam (2021)",Uttarakhand Subordinate Service Selection Commission (UKSSSC),State,Uttarakhand,Confirmed,Exam cancelled + Retest,"Three UKSSSC exams held in 2021 (graduate-level in May, forest guard in July, secretariat security guard in September) covering 1,282 posts were cancelled on 31 Dec 2022 after an STF probe found the papers were leaked; fresh exams ordered.",,,,,,Careers360 (PTI),https://news.careers360.com/uttarakhand-three-government-recruitment-exams-uksssc-graduate-level-forest-guard-secretariat-guard-exam-cancelled-uksssc-chairman,High,Paper Leak,Uttarakhand,BJP,Subordinate Recruitment
PL-0052,2021-08-07,NDA-II (2014-2026),HSSC Police Constable (Male) recruitment exam,Haryana Staff Selection Commission (HSSC),State,Haryana (Kaithal),Confirmed,Exam cancelled + Arrests-FIR,Written exam cancelled after the paper and answer key leaked from a Jammu-based printing agency and were sold for lakhs per candidate; the investigation reached 167 arrests over nearly four years.,167.0,,,,,The Tribune,https://www.tribuneindia.com/news/haryana/four-years-on-one-more-held-in-hssc-constable-exam-leak-case,High,OMR/Result Tampering,Haryana,BJP,Police & Defense
PL-0053,2021-09-12,NDA-II (2014-2026),NEET-UG 2021,NTA,Central,All India,Confirmed,Arrests-FIR,Invigilator and solver-gang involvement with localized arrests (notably a Rajasthan impersonation/solver racket); no nationwide cancellation or retest.,,,,,,Careers360 (NEET leak history),https://medicine.careers360.com/articles/how-many-times-neet-paper-leaked,Medium,Impersonation/Cheating Racket,Central,Central,Entrance Tests (Higher Ed)
PL-0054,2021-09-13,NDA-II (2014-2026),Sub-Inspector (SI) recruitment exam 2021,Rajasthan Public Service Commission (RPSC),State,Rajasthan (statewide),Confirmed,Arrests-FIR + Probe (SIT/SOG) + Exam cancelled,"Large-scale paper leak involving two RPSC members (one accused of passing the paper to his two children who topped the exam, arrested Sept 2024) plus dummy candidates and distribution gangs. Over 50 trainee SIs and associates arrested; the High Court quashed the recruitment (859 posts) on Aug 28, 2025, an order later stayed on appeal.",54.0,,,,,ETV Bharat,https://www.etvbharat.com/en/!state/rajasthan-high-court-cancels-2021-si-recruitment-exam-over-paper-leak-enn25082802897,High,Impersonation/Cheating Racket,Rajasthan,INC,Police & Defense
PL-0055,2021-09-26,NDA-II (2014-2026),REET 2021 (Rajasthan Eligibility Exam for Teachers) Level 2,Board of Secondary Education Rajasthan (BSER/RBSE),State,Rajasthan,Confirmed,Exam cancelled + Arrests-FIR + Retest,"Level-2 paper leak led the state to cancel and re-conduct the exam, expanding posts from 32,000 to 62,000. Roughly 38 people were arrested by the SOG; the board chairman was sacked and the secretary and two others suspended.",38.0,,,,,Careers360,https://news.careers360.com/reet-2021-rajasthan-govt-cancels-level-2-exam/amp,High,Paper Leak,Rajasthan,INC,Teacher Recruitment / TET
PL-0056,2021-10-03,NDA-II (2014-2026),Police Sub-Inspector (PSI) recruitment exam,Karnataka State Police / Recruitment Wing,State,Karnataka,Confirmed,Exam cancelled + Arrests-FIR + Probe (CBI/SIT),"OMR answer sheets tampered to favour candidates; results annulled and a re-exam held, with senior police officers among those arrested.",30.0,,54041.0,,,The Quint,https://www.thequint.com/news/politics/explained-all-you-need-to-know-about-psi-scam-for-the-recruitment-of-police-sub-inspectors-in-karnataka,High,OMR/Result Tampering,Karnataka,BJP,Police & Defense
PL-0057,2021-10-23,NDA-II (2014-2026),Patwari (village revenue officer) recruitment exam,Rajasthan Staff Selection Board (RSMSSB),State,Rajasthan (Jaipur/Dausa),Alleged,Arrests-FIR,"A coaching-institute owner was arrested for selling a fake question paper (taking Rs 4 lakh advance) and a government clerk for appearing as a dummy candidate; the paper sold was found to be fake, not a genuine leak of the official paper. Exam concluded and was not cancelled. Over 5,300 posts; ~15.62 lakh registered.",2.0,,1562000.0,,,Careers360,https://news.careers360.com/patwari-exam-coaching-institute-owner-govt-school-clerk-held-in-rajasthan-for-malpractice/amp,Medium,Impersonation/Cheating Racket,Rajasthan,INC,School Board Exam
PL-0058,2021-11-28,NDA-II (2014-2026),Uttar Pradesh Teacher Eligibility Test (UPTET) 2021,UP Examination Regulatory Authority / Basic Education Board (UPBEB),State,Uttar Pradesh (statewide),Confirmed,Exam cancelled+Arrests-FIR,"Paper circulated on WhatsApp in several districts before the 10 am start, forcing cancellation for nearly 20 lakh candidates; STF arrested at least 23 (later ~29), including the suspended ERA secretary and a Delhi printing-firm director.",23.0,,1999000.0,,,India TV News,https://www.indiatvnews.com/education/news-uptet-2021-question-paper-leaked-uttar-pradesh-tet-exam-cancelled-updeled-gov-in-747079,High,Paper Leak,Uttar Pradesh,BJP,Teacher Recruitment / TET
PL-0059,2021-12-04,NDA-II (2014-2026),Graduate-level (Snatak) recruitment exam,Uttarakhand Subordinate Service Selection Commission (UKSSSC),State,Uttarakhand (Dehradun/Bijnor),Confirmed,Exam cancelled + Arrests-FIR + Probe (STF/SIT),Graduate-level exam for 854 posts across 13 departments held 4-5 Dec 2021; question papers were sold to candidates for Rs 15-20 lakh. Exam scrapped in Aug 2022 and an STF probe launched; arrests later rose to around 40.,20.0,,,,,ThePrint (PTI),https://theprint.in/india/20-people-arrested-in-uksssc-paper-leak-case-so-far-uttarakhand-police/1089684/,High,Paper Leak,Uttarakhand,BJP,Subordinate Recruitment
PL-0060,2021-12-12,NDA-II (2014-2026),Head Clerk recruitment exam,Gujarat Subordinate Services Selection Board (GSSSB),State,Gujarat,Confirmed,Exam cancelled + Arrests-FIR,Question paper obtained from a printing-press manager and sold to candidates before the test; exam cancelled and a retest ordered.,14.0,,88000.0,,,Careers360,https://news.careers360.com/guj-exam-for-recruitment-govt-posts-cancelled-after-paper-leak-key-accused-held-gujarat-head-clerk-scam,High,Paper Leak,Gujarat,BJP,Subordinate Recruitment
PL-0061,2021-12-12,NDA-II (2014-2026),MHADA staff recruitment exam,Maharashtra Housing and Area Development Authority (MHADA),State,Maharashtra,Confirmed,Exam cancelled + Arrests-FIR,Three held in Pune (including a question-setter at the private vendor) with digital copies of the paper; exam cancelled pre-emptively.,3.0,,,,,India TV,https://www.indiatvnews.com/education/news-mhada-recruitment-exam-cancelled-after-3-held-for-bid-to-leak-question-paper-749260,High,Paper Leak,Maharashtra,Shiv Sena,Civil Services / PSC
PL-0062,2022-02-13,NDA-II (2014-2026),Class 10 Science & Class 12 Maths revision exams,Tamil Nadu School Education Department,State,Tamil Nadu (Tiruvannamalai),Confirmed,None reported,Papers from two private schools photographed and circulated on WhatsApp; the district Chief Educational Officer was suspended for distribution-rule violations.,,,,,,The News Minute,https://www.thenewsminute.com/article/tn-revision-exam-papers-class-10-and-12-leaked-official-suspended-160999,Medium,Paper Leak,Tamil Nadu (Tiruvannamalai),Other,School Board Exam
PL-0063,2022-03-01,NDA-II (2014-2026),Lower Division Clerk (LDC) recruitment exam,Rajasthan High Court,State,Rajasthan (Jodhpur),Confirmed,Exam cancelled,"The High Court's LDC recruitment paper was leaked and the exam was cancelled (only month reliably documented in source, so day set to 01).",,,,,,Daijiworld,https://daijiworld.com/news/newsDisplay?newsID=1054403,Medium,Document/Certificate Forgery,Rajasthan,INC,Subordinate Recruitment
PL-0064,2022-03-27,NDA-II (2014-2026),Forest Guard recruitment exam,Gujarat University / State Forest Department,State,Gujarat,Alleged,Arrests-FIR,A candidate in Mehsana was found with a full answer sheet during the exam; the state minister called it a copy case while opposition alleged a leak.,,,,,,Careers360,https://news.careers360.com/gujarat-forest-guard-recruitment-exam-candidate-detained-sheet-answers-aap-congress-slam-bjp-govt-gujarat-university-forest-department/amp,Medium,Paper Leak,Gujarat,BJP,Subordinate Recruitment
PL-0065,2022-03-27,NDA-II (2014-2026),"Himachal Pradesh Police Constable Recruitment Written Test 2022 (1,334 posts)",Himachal Pradesh Police (state government recruitment),State,Himachal Pradesh,Confirmed,Exam cancelled + Retest + Arrests-FIR + Probe (SIT/CBI),"Written test held 27 March 2022 for 1,334 constable posts was cancelled on 6 May 2022 after the paper was found leaked; a retest was held 3 July 2022 and 1,214 candidates selected. CBI later filed two chargesheets against 88 accused (11 March 2024).",88.0,,75000.0,,,The Tribune,https://www.tribuneindia.com/news/himachal/cbi-chargesheets-88-in-cop-recruitment-paper-leak-case-599581/,High,Paper Leak,Himachal Pradesh,BJP,Police & Defense
PL-0066,2022-04-27,NDA-II (2014-2026),SSC (Class 10) board examination,Andhra Pradesh Board of Secondary Education / School Education Dept,State,Andhra Pradesh,Confirmed,Arrests-FIR,"Teachers on exam duty photographed papers minutes after the start (Telugu, then Maths and English) and shared them on WhatsApp across three districts.",70.0,,,,,Siasat (archive),https://archive.siasat.com/news/andhra-pradesh-how-teachers-plotted-2022-leak-of-class-x-papers-2535422/,High,Paper Leak,Andhra Pradesh,YSRCP,School Board Exam
PL-0067,2022-05-08,NDA-II (2014-2026),BPSC 67th Combined Competitive Exam (Prelims),Bihar Public Service Commission (BPSC),State,"Bihar (Ara, Bhojpur)",Confirmed,Exam cancelled + Arrests-FIR + Probe (SIT),Question paper screenshots went viral on social media minutes before the exam; BPSC cancelled the prelims and the EOU arrested a BDO/magistrate-in-charge and three exam officials under the IT Act and Bihar exam-conduct law.,4.0,,600000.0,,,Careers360,https://news.careers360.com/bpsc-67th-question-paper-leak-bdo-college-invigilator-four-arrested-in-exam-paper-leak-case,High,Paper Leak,Bihar,JD(U),Civil Services / PSC
PL-0068,2022-05-14,NDA-II (2014-2026),Rajasthan Police Constable recruitment exam,Rajasthan Police Recruitment & Promotion Board,State,Rajasthan (Jaipur/Jhotwara),Confirmed,Exam cancelled + Arrests-FIR + Retest,"Second shift paper was leaked via a screenshot from a Jhotwara exam centre; that shift was cancelled and a fresh test held on July 2 for affected candidates. Eight people arrested, including an assistant sub-inspector.",8.0,,160000.0,,,Careers360,https://news.careers360.com/rajasthan-police-constable-exam-paper-leak-fresh-test-on-july-2/amp,High,Paper Leak,Rajasthan,INC,Police & Defense
PL-0069,2022-05-22,NDA-II (2014-2026),Naib Tehsildar recruitment test (78 posts),Punjab Public Service Commission (PPSC),State,Punjab (Patiala; centres statewide),Confirmed,Arrests-FIR + Exam cancelled,"Dummy candidates photographed question papers with hidden cameras and sent them to solvers in Haryana who relayed answers via Bluetooth/GSM devices; a deal of about Rs 22 lakh was struck; 5 arrested (FIR 11 Nov 2022, more sought) and the government scrapped the merit list and ordered the exam re-conducted.",5.0,,,,,The Tribune,https://www.tribuneindia.com/news/punjab/5-arrested-for-helping-candidates-cheat-in-punjab-naib-tehsildar-recruitment-test-451278,High,Impersonation/Cheating Racket,Punjab,AAP,Civil Services / PSC
PL-0070,2022-06-01,NDA-II (2014-2026),Assistant Engineer / Junior Engineer (AE/JE) recruitment exam,Uttarakhand Public Service Commission (UKPSC),State,Uttarakhand (Haridwar),Confirmed,Arrests-FIR + Probe (SIT),"AE/JE exam held June 2022; an SIT found the question paper was leaked for Rs 28 lakh. Nine people were named in an FIR at Kankhal police station (Feb 2023) and three were arrested, including a UKPSC section officer.",3.0,,,,,Siasat (PTI),https://archive.siasat.com/news/3-arrested-in-uttarakhand-assistant-and-junior-engineer-paper-leak-case-2518878/,High,Paper Leak,Uttarakhand,BJP,Civil Services / PSC
PL-0071,2022-07-31,NDA-II (2014-2026),UPSSSC Lekhpal (Mains) Recruitment Exam 2022,Uttar Pradesh Subordinate Services Selection Commission (UPSSSC),State,Uttar Pradesh,Alleged,Arrests-FIR,"21 people including solvers and impersonators were arrested for using unfair means; the Samajwadi Party alleged a paper leak but UPSSSC denied any leak, calling them individual impersonation cases.",21.0,,250000.0,,,ThePrint,https://theprint.in/india/up-lekhpal-exam-solvers-candidates-among-21-arrested-akhilesh-alleges-paper-leak/1063273/,High,Impersonation/Cheating Racket,Uttar Pradesh,BJP,Subordinate Recruitment
PL-0072,2022-08-26,NDA-II (2014-2026),Assistant Engineer (Civil) exam,Arunachal Pradesh Public Service Commission (APPSC),State,Arunachal Pradesh,Confirmed,Arrests-FIR + Probe (CBI/SIT),AE (Civil) paper leaked; APPSC secretary and controller of examinations suspended and a CBI probe recommended.,10.0,,,,,Careers360,https://news.careers360.com/appsc-examination-paper-leak-secretary-joint-secretary-suspended,High,Paper Leak,Arunachal Pradesh,Other,Civil Services / PSC
PL-0073,2022-11-12,NDA-II (2014-2026),Forest Guard recruitment exam,Rajasthan Staff Selection Board (RSMSSB),State,Rajasthan (Rajsamand),Confirmed,Exam cancelled + Arrests-FIR,Evening shift cancelled after a paper-leak gang was busted in Rajsamand; a technical assistant had received answers on WhatsApp an hour before the test. Nine initially held; the SOG's probe later took total arrests to about 11.,9.0,,,,,Careers360,https://news.careers360.com/rajasthan-forest-guard-exams-one-shift-cancelled-over-paper-leak-9-held/amp,High,Paper Leak,Rajasthan,INC,Subordinate Recruitment
PL-0074,2022-12-23,NDA-II (2014-2026),BSSC 3rd Graduate Level (CGL) Combined Competitive Prelims 2022,Bihar Staff Selection Commission (BSSC),State,"Bihar (528 centres, 38 districts)",Confirmed,Exam cancelled + Probe (SIT),"Pages of the first-shift question paper (for 2,187 posts) were circulated on WhatsApp/Twitter as the exam began; BSSC referred the matter to the EOU and cancelled the affected shift amid student protests and lathi-charge.",,,,,,Careers360,https://news.careers360.com/bssc-cgl-question-paper-2022-leaked-exam-images-go-viral-on-twitter-bihar,Medium,Paper Leak,Bihar,JD(U),Subordinate Recruitment
PL-0075,2022-12-24,NDA-II (2014-2026),Senior Teacher Grade II (2nd Grade Teacher) General Knowledge exam,Rajasthan Public Service Commission (RPSC),State,Rajasthan (Udaipur),Confirmed,Exam cancelled + Arrests-FIR + Probe (SIT/ED),"Candidates were caught solving the leaked GK paper in a bus near Udaipur hours before the exam; the shift was cancelled. At least 44 arrested (37 students, 7 tutors/experts); an RPSC member allegedly took Rs 60 lakh to leak the paper and was later arrested.",44.0,,,,,The Print,https://theprint.in/india/rajasthan-2nd-grade-teacher-recruitment-exam-paper-leaked-44-held/1280589/,High,Paper Leak,Rajasthan,INC,Teacher Recruitment / TET
