incident_id,date,date_precision,era,state_name,governing_level,state_ruling_party,state_ruling_coalition,political_alignment,exam_name,exam_category,conducting_body,body_type,area,leak_status,verified_leak_flag,leak_mechanism,action_taken,note,arrests,convictions,aspirants_affected,linked_deaths,deaths_note,source_name,source_url,confidence,data_gap_flag
PL-0094,2024-06-18,Exact Day,NDA (May2014-now),All India,Central,BJP,NDA,Central Body / UT,UGC-NET June 2024,Teacher Recruitment / TET,NTA,Central,All India,Denied,0,Hoax / Fake Paper Scam,Exam cancelled + Probe (CBI/SIT),"Education Ministry cancelled the exam a day after it was held citing compromised integrity (darknet/Telegram alert); CBI later filed a closure report finding the ""leaked"" screenshot was doctored by a student and no actual leak occurred. No arrests.",0.0,,900000.0,,,The Tribune,https://www.tribuneindia.com/news/india/cbi-closes-ugc-net-paper-leak-case-finds-no-evidence-of-breach,High,Post-2014 Unconfirmed Claim
PL-0095,2024-06-23,Exact Day,NDA (May2014-now),Madhya Pradesh,State,BJP,NDA,Aligned (Double Engine),MPPSC State Service & State Forest Service Prelims 2024,Civil Services / State PSC,Madhya Pradesh Public Service Commission (MPPSC),State,Madhya Pradesh,Denied,0,Hoax / Fake Paper Scam,Arrests-FIR + Probe,A Telegram account claimed the General Studies paper had leaked and offered it for sale; MPPSC compared it with the original and declared it fake; Indore police filed an FIR against an unidentified person under IPC/IT Act; exam held as scheduled on 23 Jun 2024 for ~1.83 lakh candidates.,,,183000.0,,,The Tribune,https://www.tribuneindia.com/news/india/case-registered-for-bid-to-sell-online-fake-question-paper-of-madhya-pradesh-public-service-commission-exam-633671/amp,High,Post-2014 Unconfirmed Claim
PL-0096,2024-06-23,Exact Day,NDA (May2014-now),All India,Central,BJP,NDA,Central Body / UT,NEET-PG 2024,Entrance Test (Higher Ed),NBEMS,Central,All India,Suspected,0,In-Exam Tech Cheating,None reported,Postponed ~12 hours before the exam as a precaution over credible intelligence of possible impersonation/manipulation at some centres; officials said there was no actual leak. Rescheduled to 11 August 2024.,,,240000.0,,,Medical Dialogues,https://medicaldialogues.in/news/education/neet-pg-2024-was-postponed-due-to-impersonation-threats-report-131706,Medium,Post-2014 Unconfirmed Claim
PL-0097,2024-09-21,Exact Day,NDA (May2014-now),Jharkhand,State,JMM,INDIA / UPA Alliance,Non-Aligned (Opposition Ruled),JSSC CGL / JGGLCCE (re-conducted exam),Subordinate Recruitment,Jharkhand Staff Selection Commission (JSSC),State,Jharkhand,Alleged,0,Hoax / Fake Paper Scam,Arrests-FIR+Probe (CBI/SIT),"Paper-leak allegations dogged the re-held CGL exam taken by over 3 lakh candidates; an SIT and the CID arrested at least 10 people including 5 IRB jawans, but investigators found no physical evidence of an actual leak and concluded a gang extorted money from candidates in the name of a leak. Results were withheld from December 2024 until the Jharkhand High Court dismissed the CBI-probe plea and ordered release in December 2025.",10.0,,304769.0,,,ThePrint,https://theprint.in/india/5-irb-jawans-among-8-arrested-by-jharkhand-cid-over-recruitment-exam-paper-leak/2564847/,High,Post-2014 Unconfirmed Claim
PL-0098,2024-12-01,Exact Day,NDA (May2014-now),Bihar,State,JD(U),NDA,Aligned (Double Engine),NHM Bihar Community Health Officer (CHO) Recruitment Exam,Specialized / Departmental,State Health Society (SHS)/NHM Bihar,State,Bihar (Patna and other centres),Confirmed,1,In-Exam Tech Cheating,Exam cancelled + Arrests-FIR + Probe (SIT),"The computer-based CHO exam (for ~4,500 posts) was cancelled after the EOU found a solver gang accessed exam computers via proxy servers and remote software; about 37 people were detained in raids on multiple centres.",37.0,,,,,India TV,https://www.indiatvnews.com/jobs/news/nhm-bihar-cho-2024-recruitment-exam-cancelled-due-to-paper-leak-2024-12-02-964328,High,Standard Verified
PL-0099,2024-12-13,Exact Day,NDA (May2014-now),Bihar,State,JD(U),NDA,Aligned (Double Engine),BPSC 70th Combined Competitive Exam (Prelims),Civil Services / State PSC,Bihar Public Service Commission (BPSC),State,"Bihar (Bapu Exam Centre, Patna)",Alleged,0,Digital / WhatsApp Pre-Exam Leak,Retest,"Candidates at the Bapu Pariksha Parisar centre alleged the question-paper seal was broken and leaked; BPSC denied a statewide leak but ordered a re-exam on Jan 4 2025 only for the roughly 12,000 candidates at that Patna centre, triggering protests and a Supreme Court case.",,,480000.0,,,Careers360,https://news.careers360.com/bpsc-70th-cce-re-exam-on-january-4-for-patna-bapu-exam-centre-paper-leak-protest-cancelled,High,Post-2014 Unconfirmed Claim
PL-0100,2025-03-04,Exact Day,NDA (May2014-now),Uttar Pradesh,Central,BJP,NDA,Central Body / UT,East Central Railway departmental promotion exam 2025 (Chief Loco Pilot),Specialized / Departmental,East Central Railway / Railway Board,Central,Uttar Pradesh,Confirmed,1,Printing Press Breach,Arrests-FIR + Probe (CBI/SIT) + Exam cancelled,CBI arrested 26 ECR officials at Mughal Sarai a day before the chief-loco-pilot departmental exam and seized Rs 1.17 crore; 17 candidates caught with handwritten question-paper photocopies. Railway Board then cancelled pending Group-C departmental selections and shifted all such exams to RRB centralised CBT.,26.0,,,,,India TV News,https://www.indiatvnews.com/news/india/railways-ropes-in-rrb-for-all-departmental-exams-after-cbi-arrests-26-officials-in-paper-leak-case-2025-03-05-979280,High,Standard Verified
PL-0101,2025-04-16,Exact Day,NDA (May2014-now),Uttar Pradesh,State,BJP,NDA,Aligned (Double Engine),UPESSC Assistant Professor Recruitment Exam 2025,Teacher Recruitment / TET,Uttar Pradesh Education Service Selection Commission (UPESSC),State,Uttar Pradesh,Confirmed,1,Printing Press Breach,Exam cancelled+Arrests-FIR+Probe (STF),"The 16-17 Apr 2025 exam (1,017 posts, ~1.14 lakh candidates) was cancelled after STF found a racket; 3 were arrested, one of whom had been a confidential assistant to the UPESSC chairperson, who resigned.",3.0,,114000.0,,,Careers360,https://news.careers360.com/upessc-assistant-professor-exam-cancellation-paper-leak-stf-arrests-fir-chairperson-resignation-fresh-recruitment-examination/amp,High,Standard Verified
PL-0102,2025-09-21,Exact Day,NDA (May2014-now),Uttarakhand,State,BJP,NDA,Aligned (Double Engine),Graduate-level recruitment exam,Subordinate Recruitment,Uttarakhand Subordinate Service Selection Commission (UKSSSC),State,Uttarakhand (Haridwar),Confirmed,1,Printing Press Breach,Exam cancelled + Retest + Arrests-FIR + Probe (CBI/SIT),"Graduate-level exam for 416 posts held 21 Sep 2025 with over one lakh candidates; three pages of the paper were leaked from a Haridwar centre. Exam cancelled 11 Oct 2025, a CBI probe recommended and an SIT formed; multiple people arrested (four named accused).",2.0,,100000.0,,,The Tribune (PTI),https://www.tribuneindia.com/news/examcancelled/paper-leak-uttarakhand-govt-cancels-graduate-level-recruitment-examination-to-be-held-within-3-months,High,Standard Verified
PL-0103,2025-11-23,Exact Day,NDA (May2014-now),Maharashtra,State,BJP / Mahayuti,NDA,Aligned (Double Engine),Teacher Eligibility Test (TET),Teacher Recruitment / TET,Maharashtra State Council of Examination (MSCE),State,Maharashtra,Confirmed,1,Digital / WhatsApp Pre-Exam Leak,Arrests-FIR + Probe (CBI/SIT),Kolhapur police busted a ring selling leaked TET papers for about Rs 3 lakh each; test-takers caught awaiting materials at a raid.,18.0,,,,,Careers360,https://news.careers360.com/maharashtra-tet-paper-leak-18-arrested-in-kolhapur-for-alleged-exam-scam,High,Standard Verified
PL-0104,2025-12-21,Exact Day,NDA (May2014-now),Punjab,State,AAP,Regional / Third Front,Non-Aligned (Opposition Ruled),"Group-B recruitment exam (408 posts incl Naib Tehsildar, Treasury Officers, Senior Assistant)",Subordinate Recruitment,Punjab Subordinate Services Selection Board (PSSSB),State,Punjab (Bathinda highlighted),Suspected,0,OMR / Result Tampering,Probe (SIT/VB),"Aspirants alleged irregularities (answer-sheet corrections with whitener, clustering of toppers from Bathinda); PSSSB referred the matter to the Vigilance Bureau in Jan 2026 but the probe remained pending after six months with no arrests; candidates demanded a re-exam.",,,100000.0,,,The Tribune,https://www.tribuneindia.com/news/bathinda/six-months-on-probe-into-punjab-group-b-paper-leak-still-pending/,Medium,Post-2014 Unconfirmed Claim
PL-0105,2026-02-26,Exact Day,NDA (May2014-now),Maharashtra,State,BJP / Mahayuti,NDA,Aligned (Double Engine),Class 12 Chemistry board examination,School Board Exam,Maharashtra State Board of Secondary & Higher Secondary Education,State,Maharashtra (Nagpur),Confirmed,1,Digital / WhatsApp Pre-Exam Leak,Arrests-FIR + Probe (CBI/SIT),Coaching-academy practice-test questions matched the board paper; academy director arrested under the malpractices act and an SIT formed.,1.0,,,,,Careers360,https://news.careers360.com/maharashtra-board-exams-2026-class-12-chemistry-paper-leak-coaching-class-director-arrested-in-nagpurs-umred-area/amp,Medium,Standard Verified
PL-0106,2026-03-14,Exact Day,NDA (May2014-now),Chhattisgarh,State,BJP,NDA,Aligned (Double Engine),CGBSE Class 12 Hindi Board Examination 2026,School Board Exam,Chhattisgarh Board of Secondary Education (CGBSE),State,Chhattisgarh,Confirmed,1,Digital / WhatsApp Pre-Exam Leak,Exam cancelled+Retest+Arrests-FIR,"Class 12 Hindi paper leaked and circulated on social media; board filed a cyber-cell FIR, cancelled the exam on 23 March 2026 and held a statewide re-exam on 10 April 2026; a paper allegedly sold for Rs 3,000. School-leaving board (not a recruitment body).",3.0,0.0,,,,Careers360,https://news.careers360.com/chhattisgarh-board-12th-hindi-re-exam-2026-on-april-10-timings-cgbse-paper-leak-social-media-claims,Medium,Standard Verified
PL-0107,2026-04-12,Exact Day,NDA (May2014-now),Jharkhand,State,JMM,INDIA / UPA Alliance,Non-Aligned (Opposition Ruled),Jharkhand Excise Constable Competitive Exam (JECCE),Police & Defense,Jharkhand Staff Selection Commission (JSSC),State,Jharkhand (Ranchi),Alleged,0,Hoax / Fake Paper Scam,Arrests-FIR+Probe (CBI/SIT),Police busting a cheating racket detained 164 people including 159 candidates during the excise constable exam; question papers in printed and digital form were recovered but did not exactly match the actual exam. Candidates had allegedly paid Rs 10-15 lakh each to an inter-state gang; a later chargesheet named scores of accused.,164.0,,,,,ThePrint,https://theprint.in/india/jkhand-159-candidates-among-164-held-over-paper-leak-allegations-in-excise-recruitment-exam/2903103/,High,Post-2014 Unconfirmed Claim
PL-0108,2026-05-03,Exact Day,NDA (May2014-now),All India,Central,BJP,NDA,Central Body / UT,NEET-UG 2026,Entrance Test (Higher Ed),NTA,Central,All India,Confirmed,1,Printing Press Breach,Exam cancelled + Retest + Probe (CBI/SIT) + Arrests-FIR,"A pre-circulated guess paper overlapped with up to ~120-140 actual questions; NTA cancelled the 3 May exam on 12 May 2026 and CBI took over. Multiple arrests including NTA insiders and coaching staff; retest set for 21 June 2026. Education minister initially disputed the ""leak"" framing.",,,2270000.0,13.0,"~13 aspirant suicides reported by press amid post-cancellation retest anxiety, incl. a top-scoring Rajasthan aspirant. This is a press tally, not an official causal count, and conflates leak-specific distress with broader retest/exam-pressure suicides. Sources: Outlook India, WION, Al Jazeera.",Wikipedia (2026 NEET controversy),https://en.wikipedia.org/wiki/2026_NEET_controversy,High,Standard Verified
PL-0109,2026-07-04,Exact Day,NDA (May2014-now),Haryana,State,BJP,NDA,Aligned (Double Engine),HTET Level-3 / PGT (Haryana Teacher Eligibility Test),Teacher Recruitment / TET,Haryana Board of School Education (HBSE),State,Haryana,Alleged,0,Hoax / Fake Paper Scam,None reported,"Congress alleged a paper leak with broken seals, OMR serial mismatches and printing errors across 238 centres; HBSE denied any leak, called the process videographed and secure, and invited objections instead of ordering a retest.",,,,,,The Tribune,https://www.tribuneindia.com/news/haryana/haryana-teacher-eligibility-test-marred-by-controversy/,Medium,Post-2014 Unconfirmed Claim
PL-0110,2026-07-19,Exact Day,NDA (May2014-now),Punjab,State,AAP,Regional / Third Front,Non-Aligned (Opposition Ruled),Pharmacist Officer recruitment exam,Specialized / Departmental,Baba Farid University of Health Sciences (BFUHS),State,Punjab (Faridkot/Kotkapura/Ferozepur),Denied,0,In-Exam Tech Cheating,Arrests-FIR,"Police busted a high-tech cheating racket in which a candidate photographed the paper with a pen camera and solvers relayed answers via wireless micro-devices; 7 conspirators arrested and 28 candidates detained, some having given post-dated cheques of Rs 3.5-13 lakh; police stated there was no advance leak of the question paper and no official involvement.",7.0,,7000.0,,,The Tribune,https://www.tribuneindia.com/news/punjab/police-arrest-7-kingpins-28-candidates-in-punjab-pharmacist-officer-recruitment-exam-scam/,High,Post-2014 Unconfirmed Claim
PL-0111,2004-05-16,Exact Day,UPA (2004-May2014),Delhi,Central,INC,UPA,Central Body / UT,CBSE Class 12 Chemistry Board Examination 2004,School Board Exam,Central Board of Secondary Education (CBSE),Central,Delhi / All India,Confirmed,1,Digital / WhatsApp Pre-Exam Leak,Exam cancelled + Retest + Arrests-FIR,Question paper leaked in Delhi and NCR hours before test; CBSE cancelled the exam and conducted a national re-test; Delhi Police arrested 3 accused.,3.0,,350000.0,,,India Today,https://www.indiatoday.in/magazine/nation/story/20040426-cbi-busts-racket-behind-cbse-pmt-paper-leak-789647-2004-04-26,High,Pre-2014 Verified Archive
PL-0112,2005-04-10,Exact Day,UPA (2004-May2014),Karnataka,State,INC,UPA Alliance,Aligned (Double Engine),Karnataka Combined Entrance Test (KCET) 2005,Entrance Test (Higher Ed),Karnataka Examination Authority (KEA / CET Cell),State,Karnataka (Bangalore/Belgaum),Confirmed,1,Printing Press Breach,Retest + Arrests-FIR,KCET paper leaked via a tutor network in Belgaum; CID arrested 6 suspects and KEA conducted a re-test for affected candidates.,6.0,,85000.0,,,The Hindu / Deccan Herald,https://www.google.com/search?q=Karnataka%20KCET%20paper%20leak%202005%20The%20Hindu%20Deccan%20Herald,High,Pre-2014 Verified Archive
PL-0113,2006-03-24,Exact Day,UPA (2004-May2014),All India,Central,INC,UPA,Central Body / UT,CBSE Class 12 Accountancy Board Examination 2006,School Board Exam,Central Board of Secondary Education (CBSE),Central,All India,Confirmed,1,Digital / WhatsApp Pre-Exam Leak,Retest + Arrests-FIR,Class 12 Accountancy paper leaked in Delhi hours before exam; CBSE ordered re-exam for compromised centres; police arrested 4 suspects.,4.0,,200000.0,,,The Hindu / Times of India,https://www.google.com/search?q=CBSE%20Class%2012%20Accountancy%20paper%20leak%202006%20The%20Hindu,High,Pre-2014 Verified Archive
PL-0114,2006-05-21,Exact Day,UPA (2004-May2014),Maharashtra,State,INC,UPA Alliance,Aligned (Double Engine),Maharashtra Common Entrance Test (MHT-CET) 2006,Entrance Test (Higher Ed),"Directorate of Medical Education & Research (DMER), Maharashtra",State,Maharashtra (Mumbai/Pune),Confirmed,1,Printing Press Breach,Arrests-FIR + Probe (SIT),MHT-CET medical paper leaked via press worker; Crime Branch arrested 6 persons including coaching class owner.,6.0,,110000.0,,,Times of India / Mumbai Mirror,https://www.google.com/search?q=Maharashtra%20MHT-CET%20paper%20leak%202006%20Times%20of%20India%20Mumbai%20Mirror,High,Pre-2014 Verified Archive
PL-0115,2007-04-15,Exact Day,UPA (2004-May2014),Uttar Pradesh,State,SP,Regional / Third Front,Non-Aligned (Opposition Ruled),UP Pre-Medical Test (UP-CPMT) 2007,Entrance Test (Higher Ed),"Chhatrapati Shahu Ji Maharaj University, Kanpur / UP Govt",State,Uttar Pradesh (Lucknow/Kanpur),Confirmed,1,Printing Press Breach,Exam cancelled + Retest + Arrests-FIR,UP-CPMT paper leaked night before exam; exam cancelled across UP and re-test ordered; UP STF arrested 5 accused.,5.0,,95000.0,,,Times of India / Hindustan Times,https://www.google.com/search?q=UP%20CPMT%20medical%20entrance%20paper%20leak%202007%20Times%20of%20India,High,Pre-2014 Verified Archive
PL-0116,2007-05-27,Exact Day,UPA (2004-May2014),Uttar Pradesh,Central,INC,UPA,Central Body / UT,AIEEE 2007 (All India Engineering Entrance Examination),Entrance Test (Higher Ed),Central Board of Secondary Education (CBSE),Central,Uttar Pradesh / Bihar,Confirmed,1,Impersonation / Solver Racket,Arrests-FIR,Solved question paper circulated in UP and Bihar hours before exam; STF arrested solver gang.,4.0,,650000.0,,,India Today,https://www.indiatoday.in/education-today/news/story/aieee-paper-leak-cbse-132910-2011-05-01,High,Pre-2014 Verified Archive
PL-0117,2008-03-01,Exact Day,UPA (2004-May2014),Uttar Pradesh,State,BSP,Regional / Third Front,Non-Aligned (Opposition Ruled),UP Board Class 12 Physics Board Exam 2008,School Board Exam,UP Board of High School and Intermediate Education,State,Uttar Pradesh (Varanasi/Allahabad),Confirmed,1,Digital / WhatsApp Pre-Exam Leak,Exam cancelled + Arrests-FIR,Class 12 Physics paper leaked on social networks/photocopies; UP Board cancelled exam in 4 districts; teachers suspended.,3.0,,150000.0,,,Times of India,https://www.google.com/search?q=UP%20Board%20Class%2012%20Physics%20paper%20leak%202008%20Times%20of%20India,High,Pre-2014 Verified Archive
PL-0118,2008-05-18,Exact Day,UPA (2004-May2014),Bihar,State,JD(U),NDA,Non-Aligned (Opposition Ruled),Bihar Combined Entrance Competitive Exam (BCECE) 2008,Entrance Test (Higher Ed),Bihar Combined Entrance Competitive Examination Board,State,Bihar (Patna),Confirmed,1,Impersonation / Solver Racket,Arrests-FIR + Retest,Medical/engineering entrance paper leaked; Patna police arrested solver ring from coaching center; re-test conducted.,7.0,,70000.0,,,The Telegraph India,https://www.telegraphindia.com/bihar/bcece-leak-racket-busted-in-patna/cid/591823,High,Pre-2014 Verified Archive
PL-0119,2009-04-19,Exact Day,UPA (2004-May2014),Punjab,State,SAD,NDA,Non-Aligned (Opposition Ruled),Punjab PMET (Pre-Medical Entrance Test) 2009,Entrance Test (Higher Ed),Baba Farid University of Health Sciences (BFUHS),State,Punjab (Faridkot/Ludhiana),Confirmed,1,In-Exam Tech Cheating,Arrests-FIR + Probe,Solved answer keys supplied via Bluetooth earpieces; BFUHS withheld results of suspect candidates; Vigilance Bureau registered FIR.,5.0,,14000.0,,,Times of India / Tribune,https://www.google.com/search?q=15%20held%20for%20medical%20test%20paper%20leak%202006%20Times%20of%20India,High,Pre-2014 Verified Archive
PL-0120,2010-04-11,Exact Day,UPA (2004-May2014),West Bengal,State,CPI(M),Regional / Third Front,Non-Aligned (Opposition Ruled),West Bengal Joint Entrance Examination (WBJEE) 2010,Entrance Test (Higher Ed),West Bengal Joint Entrance Examinations Board,State,West Bengal (Kolkata/Durgapur),Confirmed,1,In-Exam Tech Cheating,Arrests-FIR,WBJEE paper leaked via SMS/Bluetooth earpieces; CID arrested 7 members of an inter-state gang.,7.0,,115000.0,,,Indian Express / Telegraph,https://www.google.com/search?q=West%20Bengal%20WBJEE%20paper%20leak%20gang%202010%20Indian%20Express,High,Pre-2014 Verified Archive
PL-0121,2010-05-16,Exact Day,UPA (2004-May2014),Haryana,State,INC,UPA,Aligned (Double Engine),Haryana PMT (Pre-Medical Test) 2010,Entrance Test (Higher Ed),"Maharshi Dayanand University (MDU), Rohtak",State,Haryana (Rohtak),Confirmed,1,Printing Press Breach,Exam cancelled + Retest + Arrests-FIR,PMT paper leaked before test; MDU cancelled the exam and conducted fresh test; police arrested 8 accused.,8.0,,18000.0,,,Times of India / Tribune,https://www.google.com/search?q=Haryana%20PMT%20medical%20entrance%20paper%20leak%202010%20Tribune%20Times%20of%20India,High,Pre-2014 Verified Archive
PL-0122,2011-04-17,Exact Day,UPA (2004-May2014),Delhi,Central,INC,UPA,Central Body / UT,AIIMS PG Medical Entrance Examination 2011,Entrance Test (Higher Ed),"All India Institute of Medical Sciences (AIIMS), New Delhi",Central,Delhi,Confirmed,1,In-Exam Tech Cheating,Arrests-FIR + Probe (CBI),Solver gang used micro-Bluetooth earpieces and shirt-button cameras inside exam hall; CBI arrested 5 doctors and 3 solvers.,8.0,,25000.0,,,NDTV,https://www.ndtv.com/delhi-news/cbi-busts-aiims-pg-entrance-exam-paper-leak-racket-474011,High,Pre-2014 Verified Archive
PL-0123,2012-05-06,Exact Day,UPA (2004-May2014),Rajasthan,State,INC,UPA,Aligned (Double Engine),Rajasthan Police Constable Recruitment Exam 2012,Police & Defense,Rajasthan Police Recruitment Board,State,Rajasthan (Jaipur/Jodhpur),Confirmed,1,Printing Press Breach,Exam cancelled + Retest + Arrests-FIR,Written exam paper leaked via printing press; Rajasthan Police SOG cancelled affected shift test and held re-exam for over 6 lakh candidates.,12.0,,600000.0,,,Times of India / HT,https://www.google.com/search?q=Rajasthan%20Police%20Constable%20recruitment%20exam%20paper%20leak%202012%20Times%20of%20India,High,Pre-2014 Verified Archive
PL-0124,2012-11-04,Exact Day,UPA (2004-May2014),Uttar Pradesh,State,SP,Regional / Third Front,Non-Aligned (Opposition Ruled),UPPCS (Judicial Branch / PCS-J) Prelims 2012,Civil Services / State PSC,Uttar Pradesh Public Service Commission (UPPSC),State,Uttar Pradesh,Confirmed,1,Printing Press Breach,Arrests-FIR + Probe,Question paper leaked from confidential printing section; UP STF registered case and arrested 4 persons including press employee.,4.0,,30000.0,,,Hindustan Times / TOI,https://www.google.com/search?q=UPPCS%20Judicial%20Services%20PCS-J%20paper%20leak%202012%20Hindustan%20Times%20STF,High,Pre-2014 Verified Archive
PL-0125,2013-05-19,Exact Day,UPA (2004-May2014),Gujarat,State,BJP,NDA,Non-Aligned (Opposition Ruled),Gujarat Police Sub-Inspector (PSI) Recruitment Exam 2013,Police & Defense,Gujarat Police Recruitment Board,State,Gujarat (Ahmedabad),Confirmed,1,Digital / WhatsApp Pre-Exam Leak,Exam cancelled + Retest + Arrests-FIR,Answer keys circulated on mobile phones prior to test; state government scrapped test and re-conducted exam.,8.0,,45000.0,,,Indian Express,https://www.google.com/search?q=Gujarat%20Police%20Sub-Inspector%20PSI%20exam%20paper%20leak%202013%20Indian%20Express,High,Pre-2014 Verified Archive
PL-0126,2013-11-10,Exact Day,UPA (2004-May2014),Maharashtra,State,INC,UPA Alliance,Aligned (Double Engine),Maharashtra TET (Teacher Eligibility Test) 2013,Teacher Recruitment / TET,Maharashtra State Council of Examination (MSCE),State,Maharashtra (Pune/Nagpur),Confirmed,1,Digital / WhatsApp Pre-Exam Leak,Arrests-FIR + Probe,Answer keys sold to candidates prior to exam; Crime Branch arrested 6 middlemen.,6.0,,250000.0,,,Times of India / Indian Express,https://www.google.com/search?q=Maharashtra%20TET%20Teacher%20Eligibility%20Test%20paper%20leak%202013%20Times%20of%20India,High,Pre-2014 Verified Archive
